Id;SalePrice;MSSubClass;LotArea;OverallQual;OverallCond;YearBuilt
2794;180839.9562;50;6120;3;5;1930
2795;170895.9232;50;6120;5;7;1930
2796;174071.0548;30;11672;5;5;1925
2797;259423.8591;50;33120;6;5;1962
2798;188000.8247;50;10320;4;5;1924
2799;179171.7036;70;7518;5;8;1910
2800;171022.2414;30;9000;5;4;1919
2801;174126.2972;30;7200;6;6;1930
2802;187625.5733;50;12375;5;5;1951
2803;199567.9464;90;11136;6;5;1964
2804;205328.0782;20;21370;5;5;1950
2805;166231.535;30;8250;5;7;1935
2806;154743.9161;30;5220;5;3;1936
2807;159714.537;20;5500;7;5;2004
2808;185563.0691;20;11327;5;6;1967
2809;171500.7967;80;10366;6;7;1964
2810;180983.4438;20;9000;5;6;1966
2811;183141.2369;20;9535;5;5;1967
2812;178498.6345;80;7176;6;6;1978
2813;224323.7105;90;9662;5;4;1977
2814;218200.6421;90;8235;5;4;1977
2815;182283.1778;30;17529;5;5;1924
2816;190054.6392;20;20355;7;6;1967
2817;160192.4539;20;13050;5;6;1963
2818;171289.3936;85;10820;5;7;1971
2819;151131.0987;150;1700;7;5;1980
2820;181721.4582;20;9375;4;5;1954
2821;172725.0539;50;6488;5;5;1942
2822;222438.6991;70;19950;6;7;1928
2823;235419.3734;75;19800;6;8;1935
2824;185150.926;80;11679;5;5;1962
2825;184772.2396;20;12048;5;6;1952
2826;180658.2164;20;10519;5;8;1955
2827;209673.3166;50;9525;6;5;1953
2828;205939.8106;60;12128;6;4;1989
2829;165633.5733;90;9069;6;8;1993
2830;186030.3172;60;11003;7;5;2005
2831;160312.3196;20;7488;7;5;2005
2832;190702.4403;20;13377;6;5;2006
2833;175122.8103;20;11645;8;5;2005
2834;183783.1394;60;10984;7;5;2005
2835;178290.6663;20;9316;7;5;2005
2836;181605.344;60;9316;7;5;2005
2837;187992.4514;20;12000;6;5;1968
2838;188885.1178;20;13015;5;6;1996
2839;189959.3448;60;12438;6;5;1995
2840;179258.6192;20;8685;7;5;1998
2841;181518.7503;60;9272;7;5;1999
2842;193008.6592;60;13426;7;5;1999
2843;186313.8939;60;8340;6;6;1977
2844;181499.3919;80;10385;6;6;1978
2845;174126.2972;20;7200;5;8;1972
2846;183918.6121;60;9930;7;5;2002
2847;184114.2709;60;9468;6;5;1999
2848;158540.9478;20;11088;8;5;2002
2849;197034.7591;60;8726;7;5;2002
2850;185170.2845;60;10566;8;5;1999
2851;221134.5336;60;21533;7;5;1996
2852;184306.6376;60;11250;7;5;1998
2853;199792.3027;60;11250;7;5;1995
2854;143237.8036;120;4435;6;5;2003
2855;177294.8389;20;8810;7;5;2003
2856;182368.6209;60;8581;7;5;2006
2857;176487.9432;60;8400;7;5;2005
2858;183849.4088;20;8772;7;5;2005
2859;184964.1415;70;8777;4;6;1910
2860;196395.9696;90;7840;6;5;1975
2861;188374.9367;20;16133;5;4;1969
2862;176261.2968;60;7162;7;5;2003
2863;163628.1422;20;8050;6;5;2002
2864;180618.0326;60;11060;7;5;2003
2865;161647.3298;180;3675;6;5;2005
2866;167129.5989;160;2522;7;5;2004
2867;174750.9884;50;6956;4;7;1948
2868;177560.2021;50;7822;6;3;1915
2869;192577.7961;50;8707;4;5;1924
2870;199202.899;20;16012;4;4;1954
2871;182818.1567;50;8248;4;4;1922
2872;148217.2625;30;8088;2;3;1922
2873;188997.7971;50;11388;4;7;1910
2874;185807.9289;50;10890;5;5;1938
2875;177030.4778;190;6430;6;6;1945
2876;175942.4746;70;7000;7;8;1926
2877;172912.5186;70;4899;6;8;1920
2878;198359.2489;70;9399;7;8;1919
2879;184379.133;50;10164;5;5;1939
2880;194255.5669;50;6191;5;4;1941
2881;209449.6516;50;21780;6;5;1920
2882;169979.324;50;12400;5;6;1940
2883;188206.2819;50;8170;7;7;1929
2884;186412.4386;70;12320;7;7;1932
2885;196761.3864;70;14210;6;7;1930
2886;208353.2696;60;15600;5;7;1950
2887;166548.0672;30;7288;5;6;1942
2888;175942.4746;50;7000;6;7;1926
2889;166790.4579;30;8534;4;4;1925
2890;160515.8506;30;7030;4;6;1925
2891;192167.6211;50;9060;6;5;1957
2892;178751.5511;30;12366;3;5;1945
2893;198678.8941;190;9000;5;6;1951
2894;164553.1203;50;8520;3;5;1916
2895;156887.9329;120;5748;8;5;2005
2896;164185.7773;120;3842;8;5;2004
2897;212992.1206;20;23580;6;6;1979
2898;197468.5505;90;8385;6;5;1978
2899;180106.8437;20;9116;8;5;2001
2900;183972.0711;80;11080;6;6;1975
2901;245283.1983;20;50102;6;5;1958
2902;170351.9634;20;8098;6;5;2000
2903;195596.3077;20;13618;8;5;2005
2904;189369.7563;20;11577;9;5;2005
2905;223667.4046;20;31250;1;3;1951
2906;169335.3106;90;7020;7;5;1997
2907;167411.0284;160;2665;5;6;1977
2908;187709.555;20;10172;5;7;1968
2909;196526.003;90;11836;5;5;1970
2910;137402.5699;180;1470;4;6;1970
2911;165086.7751;160;1484;4;4;1972
2912;188506.4314;20;13384;5;5;1969
2913;172917.4568;160;1533;4;5;1970
2914;166274.3252;160;1526;4;5;1970
2915;167081.2209;160;1936;4;7;1970
2916;164788.7782;160;1894;4;5;1970
2917;219222.4234;20;20000;5;7;1960
2918;184924.2797;85;10441;5;5;1992
2919;187741.8667;60;9627;7;5;1993
